"Notes","Leading Cancer Sites","Leading Cancer Sites Code","State","State Code","Age Group","Age Group Code",Deaths
,"Brain and Other Nervous System","31010-31040","Massachusetts","25","1-4 years","1-4",37
,"Brain and Other Nervous System","31010-31040","Massachusetts","25","5-9 years","5-9",68
,"Brain and Other Nervous System","31010-31040","Massachusetts","25","10-14 years","10-14",57
,"Brain and Other Nervous System","31010-31040","Massachusetts","25","15-19 years","15-19",44
,"Brain and Other Nervous System","31010-31040","Massachusetts","25","20-24 years","20-24",51
,"Brain and Other Nervous System","31010-31040","Massachusetts","25","25-29 years","25-29",72
,"Brain and Other Nervous System","31010-31040","Massachusetts","25","30-34 years","30-34",121
,"Brain and Other Nervous System","31010-31040","Massachusetts","25","35-39 years","35-39",186
,"Brain and Other Nervous System","31010-31040","Massachusetts","25","40-44 years","40-44",270
,"Brain and Other Nervous System","31010-31040","Massachusetts","25","45-49 years","45-49",413
,"Brain and Other Nervous System","31010-31040","Massachusetts","25","50-54 years","50-54",584
,"Brain and Other Nervous System","31010-31040","Massachusetts","25","55-59 years","55-59",839
,"Brain and Other Nervous System","31010-31040","Massachusetts","25","60-64 years ","60-64",888
,"Brain and Other Nervous System","31010-31040","Massachusetts","25","65-69 years","65-69",960
,"Brain and Other Nervous System","31010-31040","Massachusetts","25","70-74 years","70-74",941
,"Brain and Other Nervous System","31010-31040","Massachusetts","25","75-79 years","75-79",861
,"Brain and Other Nervous System","31010-31040","Massachusetts","25","80-84 years","80-84",681
,"Brain and Other Nervous System","31010-31040","Massachusetts","25","85+ years","85+",562
,"Brain and Other Nervous System","31010-31040","Michigan","26","1-4 years","1-4",63
,"Brain and Other Nervous System","31010-31040","Michigan","26","5-9 years","5-9",153
,"Brain and Other Nervous System","31010-31040","Michigan","26","10-14 years","10-14",102
,"Brain and Other Nervous System","31010-31040","Michigan","26","15-19 years","15-19",80
,"Brain and Other Nervous System","31010-31040","Michigan","26","20-24 years","20-24",103
,"Brain and Other Nervous System","31010-31040","Michigan","26","25-29 years","25-29",118
,"Brain and Other Nervous System","31010-31040","Michigan","26","30-34 years","30-34",188
,"Brain and Other Nervous System","31010-31040","Michigan","26","35-39 years","35-39",299
,"Brain and Other Nervous System","31010-31040","Michigan","26","40-44 years","40-44",426
,"Brain and Other Nervous System","31010-31040","Michigan","26","45-49 years","45-49",721
,"Brain and Other Nervous System","31010-31040","Michigan","26","50-54 years","50-54",980
,"Brain and Other Nervous System","31010-31040","Michigan","26","55-59 years","55-59",1254
,"Brain and Other Nervous System","31010-31040","Michigan","26","60-64 years ","60-64",1502
,"Brain and Other Nervous System","31010-31040","Michigan","26","65-69 years","65-69",1611
,"Brain and Other Nervous System","31010-31040","Michigan","26","70-74 years","70-74",1503
,"Brain and Other Nervous System","31010-31040","Michigan","26","75-79 years","75-79",1295
,"Brain and Other Nervous System","31010-31040","Michigan","26","80-84 years","80-84",1010
,"Brain and Other Nervous System","31010-31040","Michigan","26","85+ years","85+",835
,"Brain and Other Nervous System","31010-31040","Minnesota","27","1-4 years","1-4",31
,"Brain and Other Nervous System","31010-31040","Minnesota","27","5-9 years","5-9",68
,"Brain and Other Nervous System","31010-31040","Minnesota","27","10-14 years","10-14",58
,"Brain and Other Nervous System","31010-31040","Minnesota","27","15-19 years","15-19",58
,"Brain and Other Nervous System","31010-31040","Minnesota","27","20-24 years","20-24",53
,"Brain and Other Nervous System","31010-31040","Minnesota","27","25-29 years","25-29",66
,"Brain and Other Nervous System","31010-31040","Minnesota","27","30-34 years","30-34",116
,"Brain and Other Nervous System","31010-31040","Minnesota","27","35-39 years","35-39",190
,"Brain and Other Nervous System","31010-31040","Minnesota","27","40-44 years","40-44",275
,"Brain and Other Nervous System","31010-31040","Minnesota","27","45-49 years","45-49",385
,"Brain and Other Nervous System","31010-31040","Minnesota","27","50-54 years","50-54",524
,"Brain and Other Nervous System","31010-31040","Minnesota","27","55-59 years","55-59",684
,"Brain and Other Nervous System","31010-31040","Minnesota","27","60-64 years ","60-64",772
,"Brain and Other Nervous System","31010-31040","Minnesota","27","65-69 years","65-69",719
,"Brain and Other Nervous System","31010-31040","Minnesota","27","70-74 years","70-74",691
,"Brain and Other Nervous System","31010-31040","Minnesota","27","75-79 years","75-79",585
,"Brain and Other Nervous System","31010-31040","Minnesota","27","80-84 years","80-84",482
,"Brain and Other Nervous System","31010-31040","Minnesota","27","85+ years","85+",383
,"Brain and Other Nervous System","31010-31040","Mississippi","28","1-4 years","1-4",16
,"Brain and Other Nervous System","31010-31040","Mississippi","28","5-9 years","5-9",36
,"Brain and Other Nervous System","31010-31040","Mississippi","28","10-14 years","10-14",35
,"Brain and Other Nervous System","31010-31040","Mississippi","28","15-19 years","15-19",32
,"Brain and Other Nervous System","31010-31040","Mississippi","28","20-24 years","20-24",30
,"Brain and Other Nervous System","31010-31040","Mississippi","28","25-29 years","25-29",53
,"Brain and Other Nervous System","31010-31040","Mississippi","28","30-34 years","30-34",50
,"Brain and Other Nervous System","31010-31040","Mississippi","28","35-39 years","35-39",85
,"Brain and Other Nervous System","31010-31040","Mississippi","28","40-44 years","40-44",131
,"Brain and Other Nervous System","31010-31040","Mississippi","28","45-49 years","45-49",167
,"Brain and Other Nervous System","31010-31040","Mississippi","28","50-54 years","50-54",277
,"Brain and Other Nervous System","31010-31040","Mississippi","28","55-59 years","55-59",401
,"Brain and Other Nervous System","31010-31040","Mississippi","28","60-64 years ","60-64",402
,"Brain and Other Nervous System","31010-31040","Mississippi","28","65-69 years","65-69",480
,"Brain and Other Nervous System","31010-31040","Mississippi","28","70-74 years","70-74",513
,"Brain and Other Nervous System","31010-31040","Mississippi","28","75-79 years","75-79",400
,"Brain and Other Nervous System","31010-31040","Mississippi","28","80-84 years","80-84",289
,"Brain and Other Nervous System","31010-31040","Mississippi","28","85+ years","85+",263
,"Brain and Other Nervous System","31010-31040","Missouri","29","1-4 years","1-4",45
,"Brain and Other Nervous System","31010-31040","Missouri","29","5-9 years","5-9",79
,"Brain and Other Nervous System","31010-31040","Missouri","29","10-14 years","10-14",49
,"Brain and Other Nervous System","31010-31040","Missouri","29","15-19 years","15-19",56
,"Brain and Other Nervous System","31010-31040","Missouri","29","20-24 years","20-24",52
,"Brain and Other Nervous System","31010-31040","Missouri","29","25-29 years","25-29",84
,"Brain and Other Nervous System","31010-31040","Missouri","29","30-34 years","30-34",136
,"Brain and Other Nervous System","31010-31040","Missouri","29","35-39 years","35-39",150
,"Brain and Other Nervous System","31010-31040","Missouri","29","40-44 years","40-44",252
,"Brain and Other Nervous System","31010-31040","Missouri","29","45-49 years","45-49",380
,"Brain and Other Nervous System","31010-31040","Missouri","29","50-54 years","50-54",539
,"Brain and Other Nervous System","31010-31040","Missouri","29","55-59 years","55-59",757
,"Brain and Other Nervous System","31010-31040","Missouri","29","60-64 years ","60-64",929
,"Brain and Other Nervous System","31010-31040","Missouri","29","65-69 years","65-69",868
,"Brain and Other Nervous System","31010-31040","Missouri","29","70-74 years","70-74",864
,"Brain and Other Nervous System","31010-31040","Missouri","29","75-79 years","75-79",739
,"Brain and Other Nervous System","31010-31040","Missouri","29","80-84 years","80-84",578
,"Brain and Other Nervous System","31010-31040","Missouri","29","85+ years","85+",482
,"Brain and Other Nervous System","31010-31040","Montana","30","30-34 years","30-34",27
,"Brain and Other Nervous System","31010-31040","Montana","30","35-39 years","35-39",26
,"Brain and Other Nervous System","31010-31040","Montana","30","40-44 years","40-44",34
,"Brain and Other Nervous System","31010-31040","Montana","30","45-49 years","45-49",65
,"Brain and Other Nervous System","31010-31040","Montana","30","50-54 years","50-54",124
,"Brain and Other Nervous System","31010-31040","Montana","30","55-59 years","55-59",144
,"Brain and Other Nervous System","31010-31040","Montana","30","60-64 years ","60-64",173
,"Brain and Other Nervous System","31010-31040","Montana","30","65-69 years","65-69",209
,"Brain and Other Nervous System","31010-31040","Montana","30","70-74 years","70-74",171
,"Brain and Other Nervous System","31010-31040","Montana","30","75-79 years","75-79",126
,"Brain and Other Nervous System","31010-31040","Montana","30","80-84 years","80-84",83
,"Brain and Other Nervous System","31010-31040","Montana","30","85+ years","85+",65
,"Brain and Other Nervous System","31010-31040","Nebraska","31","1-4 years","1-4",21
,"Brain and Other Nervous System","31010-31040","Nebraska","31","5-9 years","5-9",45
,"Brain and Other Nervous System","31010-31040","Nebraska","31","10-14 years","10-14",27
,"Brain and Other Nervous System","31010-31040","Nebraska","31","15-19 years","15-19",26
,"Brain and Other Nervous System","31010-31040","Nebraska","31","25-29 years","25-29",18
,"Brain and Other Nervous System","31010-31040","Nebraska","31","30-34 years","30-34",43
,"Brain and Other Nervous System","31010-31040","Nebraska","31","35-39 years","35-39",58
,"Brain and Other Nervous System","31010-31040","Nebraska","31","40-44 years","40-44",78
,"Brain and Other Nervous System","31010-31040","Nebraska","31","45-49 years","45-49",113
,"Brain and Other Nervous System","31010-31040","Nebraska","31","50-54 years","50-54",152
,"Brain and Other Nervous System","31010-31040","Nebraska","31","55-59 years","55-59",228
,"Brain and Other Nervous System","31010-31040","Nebraska","31","60-64 years ","60-64",256
,"Brain and Other Nervous System","31010-31040","Nebraska","31","65-69 years","65-69",310
,"Brain and Other Nervous System","31010-31040","Nebraska","31","70-74 years","70-74",271
,"Brain and Other Nervous System","31010-31040","Nebraska","31","75-79 years","75-79",264
,"Brain and Other Nervous System","31010-31040","Nebraska","31","80-84 years","80-84",204
,"Brain and Other Nervous System","31010-31040","Nebraska","31","85+ years","85+",213
,"Brain and Other Nervous System","31010-31040","Nevada","32","5-9 years","5-9",30
,"Brain and Other Nervous System","31010-31040","Nevada","32","10-14 years","10-14",26
,"Brain and Other Nervous System","31010-31040","Nevada","32","15-19 years","15-19",24
,"Brain and Other Nervous System","31010-31040","Nevada","32","20-24 years","20-24",25
,"Brain and Other Nervous System","31010-31040","Nevada","32","25-29 years","25-29",36
,"Brain and Other Nervous System","31010-31040","Nevada","32","30-34 years","30-34",30
,"Brain and Other Nervous System","31010-31040","Nevada","32","35-39 years","35-39",63
,"Brain and Other Nervous System","31010-31040","Nevada","32","40-44 years","40-44",80
,"Brain and Other Nervous System","31010-31040","Nevada","32","45-49 years","45-49",140
,"Brain and Other Nervous System","31010-31040","Nevada","32","50-54 years","50-54",173
,"Brain and Other Nervous System","31010-31040","Nevada","32","55-59 years","55-59",279
,"Brain and Other Nervous System","31010-31040","Nevada","32","60-64 years ","60-64",354
,"Brain and Other Nervous System","31010-31040","Nevada","32","65-69 years","65-69",361
,"Brain and Other Nervous System","31010-31040","Nevada","32","70-74 years","70-74",357
,"Brain and Other Nervous System","31010-31040","Nevada","32","75-79 years","75-79",314
,"Brain and Other Nervous System","31010-31040","Nevada","32","80-84 years","80-84",213
,"Brain and Other Nervous System","31010-31040","Nevada","32","85+ years","85+",186
,"Brain and Other Nervous System","31010-31040","New Hampshire","33","5-9 years","5-9",20
,"Brain and Other Nervous System","31010-31040","New Hampshire","33","10-14 years","10-14",16
,"Brain and Other Nervous System","31010-31040","New Hampshire","33","25-29 years","25-29",20
,"Brain and Other Nervous System","31010-31040","New Hampshire","33","30-34 years","30-34",27
,"Brain and Other Nervous System","31010-31040","New Hampshire","33","35-39 years","35-39",34
,"Brain and Other Nervous System","31010-31040","New Hampshire","33","40-44 years","40-44",58
,"Brain and Other Nervous System","31010-31040","New Hampshire","33","45-49 years","45-49",83
,"Brain and Other Nervous System","31010-31040","New Hampshire","33","50-54 years","50-54",135
,"Brain and Other Nervous System","31010-31040","New Hampshire","33","55-59 years","55-59",162
,"Brain and Other Nervous System","31010-31040","New Hampshire","33","60-64 years ","60-64",243
,"Brain and Other Nervous System","31010-31040","New Hampshire","33","65-69 years","65-69",236
,"Brain and Other Nervous System","31010-31040","New Hampshire","33","70-74 years","70-74",233
,"Brain and Other Nervous System","31010-31040","New Hampshire","33","75-79 years","75-79",203
,"Brain and Other Nervous System","31010-31040","New Hampshire","33","80-84 years","80-84",118
,"Brain and Other Nervous System","31010-31040","New Hampshire","33","85+ years","85+",101
,"Brain and Other Nervous System","31010-31040","New Jersey","34","1-4 years","1-4",55
,"Brain and Other Nervous System","31010-31040","New Jersey","34","5-9 years","5-9",111
